Name,Total Attendances,date
Sussex Community NHS Trust,1297.0,2014-11-16
Western Sussex Hospitals NHS Foundation Trust,2449.0,2014-11-16
Weybridge Walk In Centre,562.0,2014-11-16
Woking Walk In Centre,618.0,2014-11-16
Assura Reading Llp,714.0,2014-11-16
Berkshire Healthcare NHS Foundation Trust,1144.0,2014-11-16
Buckinghamshire Healthcare NHS Trust,2399.0,2014-11-16
Oxford Health NHS Foundation Trust,557.0,2014-11-16
Oxford University Hospitals NHS Trust,2709.0,2014-11-16
Royal Berkshire NHS Foundation Trust,2369.0,2014-11-16
Dorset County Hospital NHS Foundation Trust,739.0,2014-11-16
Dorset Healthcare University NHS Foundation Trust,680.0,2014-11-16
Hampshire Hospitals NHS Foundation Trust,2225.0,2014-11-16
Isle Of Wight NHS Trust,1219.0,2014-11-16
Poole Hospital NHS Foundation Trust,1230.0,2014-11-16
Portsmouth Hospitals NHS Trust,2650.0,2014-11-16
Solent NHS Trust,400.0,2014-11-16
Southampton NHS Treatment Centre,773.0,2014-11-16
Southern Health NHS Foundation Trust,402.0,2014-11-16
St Mary's NHS Treatment Centre,767.0,2014-11-16
The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust,1586.0,2014-11-16
University Hospital Southampton NHS Foundation Trust,2220.0,2014-11-16
Airedale NHS Foundation Trust,981.0,2014-11-16
Bradford Teaching Hospitals NHS Foundation Trust,2542.0,2014-11-16
Calderdale And Huddersfield NHS Foundation Trust,2744.0,2014-11-16
Lcd-Leeds-Ooh,509.0,2014-11-16
Leeds Teaching Hospitals NHS Trust,4449.0,2014-11-16
Local Care Direct Ooh,688.0,2014-11-16
Mid Yorkshire Hospitals NHS Trust,4287.0,2014-11-16
South West Yorkshire Partnership NHS Foundation Trust,0.0,2014-11-16
Coventry And Warwickshire Partnership NHS Trust,0.0,2014-11-23
Coventry NHS Healthcare Ctr,1226.0,2014-11-23
George Eliot Hospital NHS Trust,1187.0,2014-11-23
Primecare Primary Care - Hereford,553.0,2014-11-23
South Warwickshire NHS Foundation Trust,1264.0,2014-11-23
University Hospitals Coventry And Warwickshire NHS Trust,3671.0,2014-11-23
Worcestershire Acute Hospitals NHS Trust,3287.0,2014-11-23
Worcestershire Health And Care NHS Trust,210.0,2014-11-23
Wye Valley NHS Trust,995.0,2014-11-23
Bath & North East Somerset Doctors Urgent Care [Bduc],238.0,2014-11-23
Carfax Health Enterprise,614.0,2014-11-23
Gloucestershire Care Services NHS Trust,1210.0,2014-11-23
Gloucestershire Hospitals NHS Foundation Trust,2343.0,2014-11-23
Great Western Hospitals NHS Foundation Trust,2361.0,2014-11-23
Paulton Memorial Hospital,123.0,2014-11-23
Royal United Hospitals Bath NHS Foundation Trust,1240.0,2014-11-23
Salisbury NHS Foundation Trust,842.0,2014-11-23
Seqol,411.0,2014-11-23
Tetbury Hospital Trust Ltd,59.0,2014-11-23
Assura Vertis Urgent Care Centres (Birmingham),1339.0,2014-11-23
Birmingham Children's Hospital NHS Foundation Trust,1280.0,2014-11-23
Birmingham Community Healthcare NHS Trust,156.0,2014-11-23
Birmingham Wic,734.0,2014-11-23
Birmingham Women's NHS Foundation Trust,0.0,2014-11-23
Dudley Borough Walk In Centre,1060.0,2014-11-23
Greet General Practice & Urgent Care Centre,518.0,2014-11-23
Heart Of England NHS Foundation Trust,4797.0,2014-11-23
Sandwell And West Birmingham Hospitals NHS Trust,4410.0,2014-11-23
Showell Park Health & Walk In Centre,384.0,2014-11-23
Solihull Healthcare & Walk-In-Centre,1157.0,2014-11-23
South Birmingham GP Walk In Centre,1187.0,2014-11-23
Summerfield GP Surg & Urgent Care Centre,1206.0,2014-11-23
The Dudley Group NHS Foundation Trust,1891.0,2014-11-23
The Royal Wolverhampton NHS Trust,2832.0,2014-11-23
University Hospitals Birmingham NHS Foundation Trust,1940.0,2014-11-23
Walsall Healthcare NHS Trust,2417.0,2014-11-23
Walsall Walk In Health Centre,1061.0,2014-11-23
Bristol Community Health,1159.0,2014-11-23
Clevedon Hospital,189.0,2014-11-23
North Bristol NHS Trust,1595.0,2014-11-23
Somerset Partnership NHS Foundation Trust,1466.0,2014-11-23
Taunton And Somerset NHS Foundation Trust,1101.0,2014-11-23
University Hospitals Bristol NHS Foundation Trust,2420.0,2014-11-23
Weston Area Health NHS Trust,975.0,2014-11-23
Yate West Gate Centre,356.0,2014-11-23
Yeovil District Hospital NHS Foundation Trust,882.0,2014-11-23
5 Boroughs Partnership NHS Foundation Trust,896.0,2014-11-23
Countess Of Chester Hospital NHS Foundation Trust,1519.0,2014-11-23
East Cheshire NHS Trust,974.0,2014-11-23
Mid Cheshire Hospitals NHS Foundation Trust,1611.0,2014-11-23
Warrington And Halton Hospitals NHS Foundation Trust,1968.0,2014-11-23
Wirral Community NHS Trust,1003.0,2014-11-23
Wirral University Teaching Hospital NHS Foundation Trust,2166.0,2014-11-23
City Hospitals Sunderland NHS Foundation Trust,2610.0,2014-11-23
Cumbria Partnership NHS Foundation Trust,263.0,2014-11-23
Gateshead Health NHS Foundation Trust,2071.0,2014-11-23
North Cumbria University Hospitals NHS Trust,1407.0,2014-11-23
Northern Doctors Urgent Care [Nduc],1095.0,2014-11-23
Northumbria Healthcare NHS Foundation Trust,3110.0,2014-11-23
South Tyneside NHS Foundation Trust,1213.0,2014-11-23
The Newcastle Upon Tyne Hospitals NHS Foundation Trust,3710.0,2014-11-23
University Hospitals Of Morecambe Bay NHS Foundation Trust,1974.0,2014-11-23
Workington Health Limited,186.0,2014-11-23
Chesterfield Royal Hospital NHS Foundation Trust,1419.0,2014-11-23
Derby Hospitals NHS Foundation Trust,3266.0,2014-11-23
Derby Open Access Centre,559.0,2014-11-23
Derbyshire Community Health Services NHS Foundation Trust,829.0,2014-11-23
Derbyshire Health United Ltd,393.0,2014-11-23
NHS Nottingham City 8Am - 8Pm Health Centre,844.0,2014-11-23
Nottingham Citycare Partnership,1080.0,2014-11-23
Nottingham University Hospitals NHS Trust,3685.0,2014-11-23
Sherwood Forest Hospitals NHS Foundation Trust,2706.0,2014-11-23
Cardrew Health Centre,496.0,2014-11-23
Northern Devon Healthcare NHS Trust,2178.0,2014-11-23
Peninsula Community Health C.I.C,1523.0,2014-11-23
Plymouth Community Healthcare (Cic),578.0,2014-11-23
Plymouth Hospitals NHS Trust,1761.0,2014-11-23
Royal Cornwall Hospitals NHS Trust,1334.0,2014-11-23
Royal Devon And Exeter NHS Foundation Trust,1950.0,2014-11-23
South Devon Healthcare NHS Foundation Trust,1469.0,2014-11-23
Torbay And Southern Devon Health And Care NHS Trust,807.0,2014-11-23
County Durham And Darlington NHS Foundation Trust,5521.0,2014-11-23
North Tees And Hartlepool NHS Foundation Trust,1674.0,2014-11-23
South Tees Hospitals NHS Foundation Trust,3730.0,2014-11-23
Cambridge University Hospitals NHS Foundation Trust,2059.0,2014-11-23
Cambridgeshire Community Services NHS Trust,624.0,2014-11-23
East Coast Community Healthcare C.I.C,91.0,2014-11-23
Greyfriars Health Centre,224.0,2014-11-23
Hinchingbrooke Health Care NHS Trust,846.0,2014-11-23
Ipswich Hospital NHS Trust,1385.0,2014-11-23
James Paget University Hospitals NHS Foundation Trust,1198.0,2014-11-23
Norfolk And Norwich University Hospitals NHS Foundation Trust,2058.0,2014-11-23
Norwich Practices Ltd (Castle Mall),1085.0,2014-11-23
Peterborough And Stamford Hospitals NHS Foundation Trust,1811.0,2014-11-23
Suffolk Community Healthcare - Ipswich,79.0,2014-11-23
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",1078.0,2014-11-23
West Suffolk NHS Foundation Trust,1112.0,2014-11-23
Assura Chelmsford Llp,495.0,2014-11-23
Basildon And Thurrock University Hospitals NHS Foundation Trust,2375.0,2014-11-23
Clacton Hospital,362.0,2014-11-23
Colchester Hospital University NHS Foundation Trust,1190.0,2014-11-23
Fryatt Hospital,122.0,2014-11-23
Mid Essex Hospital Services NHS Trust,1664.0,2014-11-23
North Colchester Healthcare Centre,1090.0,2014-11-23
Southend University Hospital NHS Foundation Trust,1756.0,2014-11-23
The Princess Alexandra Hospital NHS Trust,1966.0,2014-11-23
Bolton NHS Foundation Trust,2182.0,2014-11-23
Bridgewater Community Healthcare NHS Foundation Trust,2342.0,2014-11-23
Central Manchester University Hospitals NHS Foundation Trust,5985.0,2014-11-23
Lindley House Health Centre,901.0,2014-11-23
Pennine Acute Hospitals NHS Trust,6158.0,2014-11-23
Pennine Care NHS Foundation Trust,1560.0,2014-11-23
Salford Royal NHS Foundation Trust,1883.0,2014-11-23
Stockport NHS Foundation Trust,1806.0,2014-11-23
Tameside Hospital NHS Foundation Trust,1640.0,2014-11-23
The Christie NHS Foundation Trust,0.0,2014-11-23
University Hospital Of South Manchester NHS Foundation Trust,1955.0,2014-11-23
"Wrightington, Wigan And Leigh NHS Foundation Trust",1573.0,2014-11-23
Bedford Hospital NHS Trust,1295.0,2014-11-23
Cheshunt Minor Injuries Unit,331.0,2014-11-23
Corby Urgent Care Centre,1154.0,2014-11-23
East And North Hertfordshire NHS Trust,2557.0,2014-11-23
Hertfordshire Community NHS Trust,178.0,2014-11-23
Kettering General Hospital NHS Foundation Trust,1508.0,2014-11-23
Luton And Dunstable University Hospital NHS Foundation Trust,2493.0,2014-11-23
Milton Keynes Hospital NHS Foundation Trust,2704.0,2014-11-23
Northampton General Hospital NHS Trust,2108.0,2014-11-23
Putnoe Medical Centre Walk In Centre,438.0,2014-11-23
West Hertfordshire Hospitals NHS Trust,2710.0,2014-11-23
Dartford And Gravesham NHS Trust,1925.0,2014-11-23
Dr Jm Ribchester & Partners,358.0,2014-11-23
East Kent Hospitals University NHS Foundation Trust,3811.0,2014-11-23
Kent Community Health NHS Foundation Trust,2000.0,2014-11-23
Maidstone And Tunbridge Wells NHS Trust,2466.0,2014-11-23
Medway NHS Foundation Trust,2006.0,2014-11-23
Blackpool Teaching Hospitals NHS Foundation Trust,3762.0,2014-11-23
East Lancashire Hospitals NHS Trust,3963.0,2014-11-23
Lancashire Teaching Hospitals NHS Foundation Trust,2401.0,2014-11-23
Latham House Medical Practice,110.0,2014-11-23
Lincolnshire Community Health Services NHS Trust,2916.0,2014-11-23
Loughborough Urgent Care Centre,824.0,2014-11-23
Market Harborough Med.Ctr,245.0,2014-11-23
Oakham Medical Practice,96.0,2014-11-23
United Lincolnshire Hospitals NHS Trust,3041.0,2014-11-23
University Hospitals Of Leicester NHS Trust,4341.0,2014-11-23
"Barking, Havering And Redbridge University Hospitals NHS Trust",5389.0,2014-11-23
Barts Health NHS Trust,8974.0,2014-11-23
Bromley Healthcare,635.0,2014-11-23
Central London Community Healthcare NHS Trust,4061.0,2014-11-23
Chelsea And Westminster Hospital NHS Foundation Trust,2368.0,2014-11-23
Croydon Health Services NHS Trust,2347.0,2014-11-23
Dmc Vicarage Lane,681.0,2014-11-23
Edridge Road Community Health Centre,709.0,2014-11-23
Epsom And St Helier University Hospitals NHS Trust,2957.0,2014-11-23
Guy's And St Thomas' NHS Foundation Trust,3708.0,2014-11-23
Harold Wood Walk In Centre,959.0,2014-11-23
Homerton University Hospital NHS Foundation Trust,2448.0,2014-11-23
Hounslow And Richmond Community Healthcare NHS Trust,987.0,2014-11-23
Hurley Group Practice,0.0,2014-11-23
Imperial College Healthcare NHS Trust,5191.0,2014-11-23
King's College Hospital NHS Foundation Trust,5806.0,2014-11-23
Kingston Hospital NHS Foundation Trust,2225.0,2014-11-23
Lewisham And Greenwich NHS Trust,5147.0,2014-11-23
London North West Healthcare NHS Trust,6558.0,2014-11-23
Moorfields Eye Hospital NHS Foundation Trust,1800.0,2014-11-23
North East London NHS Foundation Trust,1174.0,2014-11-23
North Middlesex University Hospital NHS Trust,3531.0,2014-11-23
Orchard Village Walk-In-Centre,198.0,2014-11-23
Orient Practice,248.0,2014-11-23
Royal Brompton & Harefield NHS Foundation Trust,0.0,2014-11-23
Royal Free London NHS Foundation Trust,4988.0,2014-11-23
Royal National Orthopaedic Hospital NHS Trust,0.0,2014-11-23
St Andrews Walk-In Centre,496.0,2014-11-23
St George's University Hospitals NHS Foundation Trust,3185.0,2014-11-23
The Barkantine Practice,528.0,2014-11-23
The Hillingdon Hospitals NHS Foundation Trust,3158.0,2014-11-23
The Practice Loxford,342.0,2014-11-23
The Ridgeway Surgery,232.0,2014-11-23
The Whittington Hospital NHS Trust,1824.0,2014-11-23
University College London Hospitals NHS Foundation Trust,2572.0,2014-11-23
Urgent Care Centre,1818.0,2014-11-23
Waldron - Hurley Unregistered Practice,542.0,2014-11-23
West Middlesex University Hospital NHS Trust,2703.0,2014-11-23
Aintree University Hospital NHS Foundation Trust,2042.0,2014-11-23
Alder Hey Children's NHS Foundation Trust,1163.0,2014-11-23
Liverpool Community Health NHS Trust,3584.0,2014-11-23
Liverpool Heart And Chest Hospital NHS Foundation Trust,0.0,2014-11-23
Liverpool Women's NHS Foundation Trust,253.0,2014-11-23
Royal Liverpool And Broadgreen University Hospitals NHS Trust,2215.0,2014-11-23
Southport And Ormskirk Hospital NHS Trust,2184.0,2014-11-23
St Helens And Knowsley Hospitals NHS Trust,2334.0,2014-11-23
The Walton Centre NHS Foundation Trust,0.0,2014-11-23
Bransholme Health Centre,235.0,2014-11-23
Bridlington Hospital,271.0,2014-11-23
Freedom Centre,108.0,2014-11-23
Harrogate And District NHS Foundation Trust,1277.0,2014-11-23
Hull And East Yorkshire Hospitals NHS Trust,2548.0,2014-11-23
Humber NHS Foundation Trust,217.0,2014-11-23
Northern Lincolnshire And Goole NHS Foundation Trust,2672.0,2014-11-23
York Teaching Hospital NHS Foundation Trust,3320.0,2014-11-23
Burton Hospitals NHS Foundation Trust,2247.0,2014-11-23
Malling Health - Telford Wic,138.0,2014-11-23
Shrewsbury And Telford Hospital NHS Trust,2214.0,2014-11-23
Shropshire Community Health NHS Trust,490.0,2014-11-23
Shropshire Walk In Health Centre,393.0,2014-11-23
Staffordshire And Stoke On Trent Partnership NHS Trust,343.0,2014-11-23
Staffordshire Doctors Urgent Care Ltd [Sduc],115.0,2014-11-23
The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.0,2014-11-23
University Hospitals Of North Midlands NHS Trust,4289.0,2014-11-23
Barnsley Hospital NHS Foundation Trust,1537.0,2014-11-23
Care Uk NHS Rotherham Diagnostic Centre,896.0,2014-11-23
Doncaster And Bassetlaw Hospitals NHS Foundation Trust,3255.0,2014-11-23
Sheffield Children's NHS Foundation Trust,1164.0,2014-11-23
Sheffield City GP Hc (Wic),1338.0,2014-11-23
Sheffield Teaching Hospitals NHS Foundation Trust,2754.0,2014-11-23
The Rotherham NHS Foundation Trust,1476.0,2014-11-23
Ashford And St Peter's Hospitals NHS Foundation Trust,2153.0,2014-11-23
Ashford Health Centre,884.0,2014-11-23
Brighton And Sussex University Hospitals NHS Trust,3010.0,2014-11-23
East Sussex Healthcare NHS Trust,2461.0,2014-11-23
Frimley Health NHS Foundation Trust,4473.0,2014-11-23
Haslemere Minor Injuries Unit,117.0,2014-11-23
Queen Victoria Hospital NHS Foundation Trust,185.0,2014-11-23
Royal Surrey County Hospital NHS Foundation Trust,1308.0,2014-11-23
Surrey And Sussex Healthcare NHS Trust,1709.0,2014-11-23
Sussex Community NHS Trust,1250.0,2014-11-23
Western Sussex Hospitals NHS Foundation Trust,2403.0,2014-11-23
Weybridge Walk In Centre,638.0,2014-11-23
Woking Walk In Centre,702.0,2014-11-23
Assura Reading Llp,742.0,2014-11-23
Berkshire Healthcare NHS Foundation Trust,1222.0,2014-11-23
Buckinghamshire Healthcare NHS Trust,2397.0,2014-11-23
Oxford Health NHS Foundation Trust,529.0,2014-11-23
Oxford University Hospitals NHS Trust,2744.0,2014-11-23
Royal Berkshire NHS Foundation Trust,2220.0,2014-11-23
Dorset County Hospital NHS Foundation Trust,696.0,2014-11-23
Dorset Healthcare University NHS Foundation Trust,665.0,2014-11-23
Hampshire Hospitals NHS Foundation Trust,2210.0,2014-11-23
Isle Of Wight NHS Trust,1137.0,2014-11-23
Poole Hospital NHS Foundation Trust,1221.0,2014-11-23
Portsmouth Hospitals NHS Trust,2518.0,2014-11-23
Solent NHS Trust,385.0,2014-11-23
Southampton NHS Treatment Centre,811.0,2014-11-23
Southern Health NHS Foundation Trust,394.0,2014-11-23
St Mary's NHS Treatment Centre,782.0,2014-11-23
The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust,1620.0,2014-11-23
University Hospital Southampton NHS Foundation Trust,2252.0,2014-11-23
Airedale NHS Foundation Trust,1010.0,2014-11-23
Bradford Teaching Hospitals NHS Foundation Trust,2621.0,2014-11-23
Calderdale And Huddersfield NHS Foundation Trust,2789.0,2014-11-23
Lcd-Leeds-Ooh,534.0,2014-11-23
Leeds Teaching Hospitals NHS Trust,4457.0,2014-11-23
Local Care Direct Ooh,768.0,2014-11-23
Mid Yorkshire Hospitals NHS Trust,4488.0,2014-11-23
South West Yorkshire Partnership NHS Foundation Trust,0.0,2014-11-23
Coventry And Warwickshire Partnership NHS Trust,0.0,2014-11-30
Coventry NHS Healthcare Ctr,1293.0,2014-11-30
George Eliot Hospital NHS Trust,1256.0,2014-11-30
Primecare Primary Care - Hereford,638.0,2014-11-30
South Warwickshire NHS Foundation Trust,1273.0,2014-11-30
University Hospitals Coventry And Warwickshire NHS Trust,3606.0,2014-11-30
Worcestershire Acute Hospitals NHS Trust,3266.0,2014-11-30
Worcestershire Health And Care NHS Trust,203.0,2014-11-30
Wye Valley NHS Trust,1056.0,2014-11-30
Bath & North East Somerset Doctors Urgent Care [Bduc],213.0,2014-11-30
Carfax Health Enterprise,602.0,2014-11-30
Gloucestershire Care Services NHS Trust,1157.0,2014-11-30
Gloucestershire Hospitals NHS Foundation Trust,2423.0,2014-11-30
Great Western Hospitals NHS Foundation Trust,2293.0,2014-11-30
Paulton Memorial Hospital,134.0,2014-11-30
Royal United Hospitals Bath NHS Foundation Trust,1297.0,2014-11-30
Salisbury NHS Foundation Trust,755.0,2014-11-30
Seqol,399.0,2014-11-30
Tetbury Hospital Trust Ltd,43.0,2014-11-30
Assura Vertis Urgent Care Centres (Birmingham),1435.0,2014-11-30
Birmingham Children's Hospital NHS Foundation Trust,1323.0,2014-11-30
Birmingham Community Healthcare NHS Trust,158.0,2014-11-30
Birmingham Wic,788.0,2014-11-30
Birmingham Women's NHS Foundation Trust,0.0,2014-11-30
Dudley Borough Walk In Centre,1108.0,2014-11-30
Greet General Practice & Urgent Care Centre,557.0,2014-11-30
Heart Of England NHS Foundation Trust,4905.0,2014-11-30
Sandwell And West Birmingham Hospitals NHS Trust,4282.0,2014-11-30
Showell Park Health & Walk In Centre,383.0,2014-11-30
Solihull Healthcare & Walk-In-Centre,1263.0,2014-11-30
South Birmingham GP Walk In Centre,1203.0,2014-11-30
Summerfield GP Surg & Urgent Care Centre,1173.0,2014-11-30
The Dudley Group NHS Foundation Trust,1870.0,2014-11-30
The Royal Wolverhampton NHS Trust,3051.0,2014-11-30
University Hospitals Birmingham NHS Foundation Trust,1905.0,2014-11-30
Walsall Healthcare NHS Trust,2367.0,2014-11-30
Walsall Walk In Health Centre,1026.0,2014-11-30
Bristol Community Health,1134.0,2014-11-30
Clevedon Hospital,195.0,2014-11-30
North Bristol NHS Trust,1533.0,2014-11-30
Somerset Partnership NHS Foundation Trust,1489.0,2014-11-30
Taunton And Somerset NHS Foundation Trust,1089.0,2014-11-30
University Hospitals Bristol NHS Foundation Trust,2421.0,2014-11-30
Weston Area Health NHS Trust,997.0,2014-11-30
Yate West Gate Centre,351.0,2014-11-30
Yeovil District Hospital NHS Foundation Trust,855.0,2014-11-30
5 Boroughs Partnership NHS Foundation Trust,859.0,2014-11-30
Countess Of Chester Hospital NHS Foundation Trust,1607.0,2014-11-30
East Cheshire NHS Trust,999.0,2014-11-30
Mid Cheshire Hospitals NHS Foundation Trust,1621.0,2014-11-30
Warrington And Halton Hospitals NHS Foundation Trust,2030.0,2014-11-30
Wirral Community NHS Trust,1033.0,2014-11-30
Wirral University Teaching Hospital NHS Foundation Trust,2266.0,2014-11-30
City Hospitals Sunderland NHS Foundation Trust,2813.0,2014-11-30
Cumbria Partnership NHS Foundation Trust,260.0,2014-11-30
Gateshead Health NHS Foundation Trust,2158.0,2014-11-30
North Cumbria University Hospitals NHS Trust,1413.0,2014-11-30
Northern Doctors Urgent Care [Nduc],1112.0,2014-11-30
Northumbria Healthcare NHS Foundation Trust,3010.0,2014-11-30
South Tyneside NHS Foundation Trust,1201.0,2014-11-30
The Newcastle Upon Tyne Hospitals NHS Foundation Trust,3649.0,2014-11-30
University Hospitals Of Morecambe Bay NHS Foundation Trust,1913.0,2014-11-30
Workington Health Limited,162.0,2014-11-30
Chesterfield Royal Hospital NHS Foundation Trust,1442.0,2014-11-30
Derby Hospitals NHS Foundation Trust,3331.0,2014-11-30
Derby Open Access Centre,537.0,2014-11-30
Derbyshire Community Health Services NHS Foundation Trust,814.0,2014-11-30
Derbyshire Health United Ltd,393.0,2014-11-30
NHS Nottingham City 8Am - 8Pm Health Centre,840.0,2014-11-30
Nottingham Citycare Partnership,1007.0,2014-11-30
Nottingham University Hospitals NHS Trust,3703.0,2014-11-30
Sherwood Forest Hospitals NHS Foundation Trust,2693.0,2014-11-30
Cardrew Health Centre,479.0,2014-11-30
Northern Devon Healthcare NHS Trust,2180.0,2014-11-30
Peninsula Community Health C.I.C,1553.0,2014-11-30
Plymouth Community Healthcare (Cic),562.0,2014-11-30
Plymouth Hospitals NHS Trust,1718.0,2014-11-30
Royal Cornwall Hospitals NHS Trust,1391.0,2014-11-30
Royal Devon And Exeter NHS Foundation Trust,1862.0,2014-11-30
South Devon Healthcare NHS Foundation Trust,1441.0,2014-11-30
Torbay And Southern Devon Health And Care NHS Trust,847.0,2014-11-30
County Durham And Darlington NHS Foundation Trust,5473.0,2014-11-30
North Tees And Hartlepool NHS Foundation Trust,1728.0,2014-11-30
South Tees Hospitals NHS Foundation Trust,3742.0,2014-11-30
Cambridge University Hospitals NHS Foundation Trust,2096.0,2014-11-30
Cambridgeshire Community Services NHS Trust,625.0,2014-11-30
East Coast Community Healthcare C.I.C,108.0,2014-11-30
Greyfriars Health Centre,180.0,2014-11-30
Hinchingbrooke Health Care NHS Trust,829.0,2014-11-30
Ipswich Hospital NHS Trust,1455.0,2014-11-30
James Paget University Hospitals NHS Foundation Trust,1284.0,2014-11-30
Norfolk And Norwich University Hospitals NHS Foundation Trust,2065.0,2014-11-30
Norwich Practices Ltd (Castle Mall),1136.0,2014-11-30
Peterborough And Stamford Hospitals NHS Foundation Trust,1715.0,2014-11-30
Suffolk Community Healthcare - Ipswich,82.0,2014-11-30
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",1020.0,2014-11-30
West Suffolk NHS Foundation Trust,1179.0,2014-11-30
Assura Chelmsford Llp,550.0,2014-11-30
Basildon And Thurrock University Hospitals NHS Foundation Trust,2474.0,2014-11-30
Clacton Hospital,388.0,2014-11-30
Colchester Hospital University NHS Foundation Trust,1325.0,2014-11-30
Fryatt Hospital,80.0,2014-11-30
Mid Essex Hospital Services NHS Trust,1702.0,2014-11-30
North Colchester Healthcare Centre,1073.0,2014-11-30
Southend University Hospital NHS Foundation Trust,1738.0,2014-11-30
The Princess Alexandra Hospital NHS Trust,2006.0,2014-11-30
Bolton NHS Foundation Trust,2187.0,2014-11-30
Bridgewater Community Healthcare NHS Foundation Trust,2457.0,2014-11-30
Central Manchester University Hospitals NHS Foundation Trust,6066.0,2014-11-30
Lindley House Health Centre,967.0,2014-11-30
Pennine Acute Hospitals NHS Trust,6460.0,2014-11-30
Pennine Care NHS Foundation Trust,1545.0,2014-11-30
Salford Royal NHS Foundation Trust,1808.0,2014-11-30
Stockport NHS Foundation Trust,1792.0,2014-11-30
Tameside Hospital NHS Foundation Trust,1642.0,2014-11-30
The Christie NHS Foundation Trust,0.0,2014-11-30
University Hospital Of South Manchester NHS Foundation Trust,1905.0,2014-11-30
"Wrightington, Wigan And Leigh NHS Foundation Trust",1695.0,2014-11-30
Bedford Hospital NHS Trust,1266.0,2014-11-30
Cheshunt Minor Injuries Unit,328.0,2014-11-30
Corby Urgent Care Centre,1227.0,2014-11-30
East And North Hertfordshire NHS Trust,2482.0,2014-11-30
Hertfordshire Community NHS Trust,174.0,2014-11-30
Kettering General Hospital NHS Foundation Trust,1499.0,2014-11-30
Luton And Dunstable University Hospital NHS Foundation Trust,2588.0,2014-11-30
Milton Keynes Hospital NHS Foundation Trust,2625.0,2014-11-30
Northampton General Hospital NHS Trust,2016.0,2014-11-30
Putnoe Medical Centre Walk In Centre,446.0,2014-11-30
West Hertfordshire Hospitals NHS Trust,2645.0,2014-11-30
Dartford And Gravesham NHS Trust,1888.0,2014-11-30
Dr Jm Ribchester & Partners,364.0,2014-11-30
East Kent Hospitals University NHS Foundation Trust,3821.0,2014-11-30
Kent Community Health NHS Foundation Trust,1902.0,2014-11-30
Maidstone And Tunbridge Wells NHS Trust,2580.0,2014-11-30
Medway NHS Foundation Trust,1906.0,2014-11-30
Blackpool Teaching Hospitals NHS Foundation Trust,3672.0,2014-11-30
East Lancashire Hospitals NHS Trust,3831.0,2014-11-30
Lancashire Teaching Hospitals NHS Foundation Trust,2429.0,2014-11-30
Latham House Medical Practice,115.0,2014-11-30
Lincolnshire Community Health Services NHS Trust,2757.0,2014-11-30
Loughborough Urgent Care Centre,796.0,2014-11-30
Market Harborough Med.Ctr,274.0,2014-11-30
Oakham Medical Practice,84.0,2014-11-30
United Lincolnshire Hospitals NHS Trust,2955.0,2014-11-30
University Hospitals Of Leicester NHS Trust,4199.0,2014-11-30
"Barking, Havering And Redbridge University Hospitals NHS Trust",5323.0,2014-11-30
Barts Health NHS Trust,9112.0,2014-11-30
Bromley Healthcare,295.0,2014-11-30
Central London Community Healthcare NHS Trust,4021.0,2014-11-30
Chelsea And Westminster Hospital NHS Foundation Trust,2400.0,2014-11-30
Croydon Health Services NHS Trust,2374.0,2014-11-30
Dmc Vicarage Lane,840.0,2014-11-30
Edridge Road Community Health Centre,756.0,2014-11-30
Epsom And St Helier University Hospitals NHS Trust,2940.0,2014-11-30
Guy's And St Thomas' NHS Foundation Trust,3657.0,2014-11-30
Harold Wood Walk In Centre,985.0,2014-11-30
Homerton University Hospital NHS Foundation Trust,2528.0,2014-11-30
Hounslow And Richmond Community Healthcare NHS Trust,1010.0,2014-11-30
Imperial College Healthcare NHS Trust,5341.0,2014-11-30
King's College Hospital NHS Foundation Trust,5874.0,2014-11-30
Kingston Hospital NHS Foundation Trust,2242.0,2014-11-30
Lewisham And Greenwich NHS Trust,5147.0,2014-11-30
London North West Healthcare NHS Trust,6719.0,2014-11-30
Moorfields Eye Hospital NHS Foundation Trust,1790.0,2014-11-30
North East London NHS Foundation Trust,1256.0,2014-11-30
North Middlesex University Hospital NHS Trust,3642.0,2014-11-30
Orchard Village Walk-In-Centre,203.0,2014-11-30
Orient Practice,289.0,2014-11-30
Royal Brompton & Harefield NHS Foundation Trust,0.0,2014-11-30
Royal Free London NHS Foundation Trust,5032.0,2014-11-30
Royal National Orthopaedic Hospital NHS Trust,0.0,2014-11-30
St Andrews Walk-In Centre,521.0,2014-11-30
St George's University Hospitals NHS Foundation Trust,3221.0,2014-11-30
The Barkantine Practice,558.0,2014-11-30
The Hillingdon Hospitals NHS Foundation Trust,3258.0,2014-11-30
The Practice Loxford,344.0,2014-11-30
The Ridgeway Surgery,222.0,2014-11-30
The Whittington Hospital NHS Trust,1884.0,2014-11-30
University College London Hospitals NHS Foundation Trust,2562.0,2014-11-30
Urgent Care Centre,1923.0,2014-11-30
Waldron - Hurley Unregistered Practice,606.0,2014-11-30
West Middlesex University Hospital NHS Trust,2912.0,2014-11-30
